"","MUNID","MUNTIER","LT1NO","Highest.CI","UT.Total.Core.CI","Recent.Weighted.CVA","UT.Weighted.CVA","LTUTAssessmentRatio","adjusted.core.infrastructure","Indicator1","min","median","max","Weighted.Indicator1","LT1NAME","MEDIAN.HOUSEHOLD.INCOME..FINANCE.2011....","households","Indicator2","Weighted.Indicator2","Infrastructure.Index"
"22",7008,"ST",56,57956134,445973072,401958724,9907049232,0.0405730015655584,76050600.1484529,0.189200023802576,0,0.0846711530463825,0.850215013459618,0.136541975138784,"Prescott ST",43708,2168,0.80256909731342,0.410859979550557,0.273700977344671
"23",7011,"LT",56,30162879,445973072,1043794592,9907049232,0.10535877712493,77150056.4965685,0.0739130640145801,0,0.0846711530463825,0.850215013459618,-0.12705731107629,"Elizabethtown-Kitley Tp",70563,4057,0.269497166953081,-0.381632208209154,-0.254344759642722
"24",7015,"ST",56,135050364,445973072,2572976048,9907049232,0.259711644481308,250874763.923501,0.0975037307939607,0,0.0846711530463825,0.850215013459618,0.0167626943551624,"Brockville C",47903,10659,0.491335113123626,0.0875975021291973,0.0521800982421799
"25",7017,"LT",56,5539807,445973072,315059440,9907049232,0.0318015417731397,19722438.2789035,0.0625991028197836,0,0.0846711530463825,0.850215013459618,-0.260679693525703,"Front of Yonge Tp",70446,1210,0.231376313313585,-0.609265704648232,-0.434972699086967
"26",7019,"LT",56,44229434,445973072,1948338767,9907049232,0.196661863827912,131935329.556579,0.0677168323041326,0,0.0846711530463825,0.850215013459618,-0.200237272462351,"Leeds and the Thousand Islands Tp",76414,5882,0.293537203205293,-0.268479640119371,-0.234358456290861
"27",7024,"ST",56,80533935,445973072,601320564,9907049232,0.0606962325429574,107602820.286009,0.178944188388024,0,0.0846711530463825,0.850215013459618,0.123145178501927,"Gananoque ST",49111,2528,0.866698026077786,0.502901681105042,0.313023429803484
"28",7030,"LT",56,47589862,445973072,2128757247,9907049232,0.214872985603429,143417427.479373,0.0673714335824281,0,0.0846711530463825,0.850215013459618,-0.204316568766669,"Rideau Lakes Tp",65405,7633,0.287273599308762,-0.296137085967646,-0.250226827367158
"29",7033,"LT",56,9086553,445973072,97253736,9907049232,0.00981661983528538,13464501.1045984,0.138447134869948,0,0.0846711530463825,0.850215013459618,0.0702454615657658,"Westport V",58207,363,0.637247917679112,0.218484931432515,0.14436519649914
"30",7040,"LT",56,23097383,445973072,298438974,9907049232,0.0301239013768131,36531831.8376424,0.122409721987727,0,0.0846711530463825,0.850215013459618,0.0492964164338972,"Athens Tp",63754,1314,0.436082487696148,0.0450876113703582,0.0471920139021277
"31",7050,"LT",56,17924936,445973072,339284847,9907049232,0.0342468114425133,33198091.7052224,0.0978472572493708,0,0.0846711530463825,0.850215013459618,0.0172114295265537,"Merrickville-Wolford V",74660,1118,0.397725403525468,0.0174792881135065,0.0173453588200301
"32",7055,"LT",56,75973846,445973072,2193673299,9907049232,0.221425496899156,174723655.071243,0.0796488953714721,0,0.0846711530463825,0.850215013459618,-0.0593148610148163,"North Grenville M",82434,6462,0.328003424979544,-0.135189261839929,-0.0972520614273726
"33",9000,"UT",55,151302364,151302364,8330748961,8330748961,1,151302364,0.0181619161384306,0,0.0846711530463825,0.850215013459618,-0.785500545522492,"Lanark Co",69222,28470,0.0767739885306832,-3.84989738073444,-2.31769896312847
"34",9001,"LT",55,12904574,151302364,353984382,8330748961,0.0424913034418827,19333608.6601982,0.0546171233627991,0,0.0846711530463825,0.850215013459618,-0.354950046175939,"Montague Tp",70200,1486,0.185334812094249,-1.00904493697679,-0.681997491576367
"35",9004,"ST",55,127798121,151302364,836694741,8330748961,0.10043451614218,142994100.719508,0.170903549063311,0,0.0846711530463825,0.850215013459618,0.112642005868065,"Smiths Falls ST",45469,4314,0.72899168917997,0.318233150416189,0.215437578142127
"36",9007,"LT",55,22278885,151302364,1032702763,8330748961,0.123962775476076,41034745.9775316,0.0397352921360699,0,0.0846711530463825,0.850215013459618,-0.530710393015398,"Drummond-North Elmsley Tp",71817,3612,0.158189170305567,-1.35380187635003,-0.942256134682712
"37",9010,"LT",55,14937782,151302364,1218048373,8330748961,0.146211148445624,37059874.4029779,0.0304256179183598,0,0.0846711530463825,0.850215013459618,-0.640661348952071,"Tay Valley Tp",67692,3891,0.140703650951594,-1.64631346354753,-1.1434874062498
"38",9021,"LT",55,61454954,151302364,823320474,8330748961,0.0988291062249427,76408031.4038409,0.0928047264907941,0,0.0846711530463825,0.850215013459618,0.0106245688392317,"Perth T",47201,3139,0.515699244495929,0.107461373322035,0.0590429710806333
"39",9024,"LT",55,38261617,151302364,1030058594,8330748961,0.123645376762902,56969454.8018977,0.0553070040226253,0,0.0846711530463825,0.850215013459618,-0.346802281146114,"Beckwith Tp",96350,3051,0.193797484969318,-0.92131474741505,-0.634058514280582
"40",9028,"LT",55,126481526,151302364,1381992038,8330748961,0.165890491295528,151581149.498135,0.109683084511472,0,0.0846711530463825,0.850215013459618,0.0326721077112261,"Carleton Place T",67465,4343,0.517340933154856,0.10882595311799,0.070749030414608
"41",9030,"LT",55,78617648,151302364,1728872882,8330748961,0.207529105737508,110017292.296891,0.0636352698005306,0,0.0846711530463825,0.850215013459618,-0.248442149291726,"Mississippi Mills T",78953,5321,0.261878024703777,-0.421829748046539,-0.335135948669133
"42",9033,"LT",55,14817321,151302364,761769455,8330748961,0.0914406926155364,28652513.958528,0.0376131042935136,0,0.0846711530463825,0.850215013459618,-0.555774275650772,"Lanark Highlands Tp",67739,3710,0.11401186295205,-2.26585283533254,-1.41081355549166
"43",10000,"UT",46,0,0,5311034763,5311034763,1,0,0,0,0.0846711530463825,0.850215013459618,-1,"Frontenac Co",68326,19173,0,-Inf,-Inf
"44",10002,"LT",46,36219953,0,506819898,5311034763,0.0954277124169522,36219953,0.0714651361221812,0,0.0846711530463825,0.850215013459618,-0.155968313280995,"Frontenac Islands Tp",82045,1349,0.327253133292443,-0.13779190480892,-0.146880109044958
"45",10005,"ST",46,1412926439,0,18314870772,5311034763,3.44845620284636,1412926439,0.0771464050491745,0,0.0846711530463825,0.850215013459618,-0.0888702672217767,"Kingston C",59935,54686,0.431084972794208,0.0414059569264793,-0.0237321551476487
"46",10013,"LT",46,166095821,0,3069608255,5311034763,0.577968021671561,166095821,0.0541097779266951,0,0.0846711530463825,0.850215013459618,-0.360941997600364,"South Frontenac Tp",81664,10149,0.200403270511155,-0.857983479679643,-0.609462738640003
"47",10025,"LT",46,87417809,0,869876565,5311034763,0.163786644941605,87417809,0.10049449832,0,0.0846711530463825,0.850215013459618,0.020669416988174,"Central Frontenac Tp",49024,4072,0.437908529505776,0.0464393528753596,0.0335543849317668
"48",10041,"LT",46,73939253,0,844568193,5311034763,0.159021401796085,73939253,0.087546812220526,0,0.0846711530463825,0.850215013459618,0.00375636109548481,"North Frontenac Tp",43793,3531,0.478159340585611,0.0771494239773266,0.0404528925364057
"49",11000,"UT",57,176989454,176989454,4958104639,4958104639,1,176989454,0.0356969985279893,0,0.0846711530463825,0.850215013459618,-0.578404246976126,"Lennox and Addington Co",62402,18295,0.155030256833258,-1.40176320086969,-0.990083723922907
"50",11002,"LT",57,166034004,176989454,1784026861,4958104639,0.359820332747116,229718408.23101,0.12876398514664,0,0.0846711530463825,0.850215013459618,0.0575967418463212,"Loyalist Tp",69324,5969,0.555150334483561,0.141211059176653,0.0994039005114869
"51",11010,"LT",57,153311693,176989454,1683432030,4958104639,0.339531363811541,213405163.69688,0.126767912154362,0,0.0846711530463825,0.850215013459618,0.0549893497744942,"Greater Napanee T",55736,7018,0.545576634310886,0.132833298139079,0.0939113239567867
"52",11023,"LT",57,51530322,176989454,786299399,4958104639,0.158588706017828,79598850.4886619,0.101232241293703,0,0.0846711530463825,0.850215013459618,0.0216331017773184,"Stone Mills Tp",70028,3584,0.317151720660037,-0.174031044537901,-0.0761989713802914
"53",11033,"LT",57,16527425,176989454,462958619,4958104639,0.0933741122279691,33053658.140963,0.0713965714956545,0,0.0846711530463825,0.850215013459618,-0.156778088795558,"Addington Highlands Tp",50728,2726,0.239026437874257,-0.557760594162282,-0.35726934147892
"54",12000,"UT",51,3198934,3198934,4731860639,4731860639,1,3198934,0.00067604146530318,0,0.0846711530463825,0.850215013459618,-0.99201568136278,"Hastings Co",49524,23234,0.00278013304546865,-132.930988119574,-66.9615019004684
"55",12001,"LT",51,20812141,3198934,349679860,4731860639,0.0738990191549468,21048539.0849414,0.0601937414552311,0,0.0846711530463825,0.850215013459618,-0.289087968103408,"Tyendinaga Tp",70435,1579,0.189256720057173,-0.9674121255563,-0.628250046829854
"56",12002,"LT",51,11659427,3198934,105780959,4731860639,0.0223550453130748,11730939.3145235,0.11089840199429,0,0.0846711530463825,0.850215013459618,0.0342596294009209,"Deseronto T",47139,764,0.325730978820783,-0.143108853912114,-0.0544246122555964
"57",12005,"ST",51,725942054,3198934,6332328834,4731860639,1.33823231855329,730222970.863719,0.115316653636645,0,0.0846711530463825,0.850215013459618,0.0400310186978972,"Belleville C",52733,21065,0.657372523773826,0.239051078164213,0.139541048431055
"58",12010,"ST",51,831584921,3198934,4045356279,4731860639,0.854918728091476,834319749.586529,0.206241352317371,0,0.0846711530463825,0.850215013459618,0.158802395992525,"Quinte West C",60310,17382,0.795872410894619,0.40189446197409,0.280348428983307
"59",12017,"LT",51,24941894,3198934,385210545,4731860639,0.0814078381398417,25202312.301292,0.0654247725780509,0,0.0846711530463825,0.850215013459618,-0.227307409617872,"Stirling-Rawdon Tp",60124,2054,0.204076070613527,-0.824544958965983,-0.525926184291928
"60",12023,"LT",51,47694609,3198934,413717025,4731860639,0.0874322082924725,47974298.8638019,0.115959208746128,0,0.0846711530463825,0.850215013459618,0.0408703633033592,"Centre Hastings M",55478,2057,0.420391134155724,0.0336143259949628,0.037242344649161
